,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,class
5315,123,40.87,15.488,10.112,0.925,16.125,11.094,1.532,0.653,0.914,0
7018,183,76.426,31.872,7.311,0.394,32.894,10.786,4.36,0.229,0.692,1
8209,208,95.054,36.213,7.313,0.289,40.249,11.096,4.952,0.202,0.562,1
8988,198,91.74,20.026,12.589,0.296,26.077,20.756,1.591,0.629,0.549,1
6830,159,68.77,27.401,7.388,0.422,29.732,10.733,3.709,0.27,0.743,1
1545,85,33.799,12.297,8.801,0.935,13.0,9.0,1.397,0.716,0.919,0
6308,109,38.042,13.691,10.137,0.946,14.56,10.0,1.351,0.74,0.92,0
5729,124,41.456,14.915,10.586,0.907,15.297,11.0,1.409,0.71,0.908,0
4584,229,93.397,27.811,10.484,0.33,34.54,15.511,2.653,0.377,0.565,1
6485,243,108.811,29.636,10.44,0.258,41.437,19.665,2.839,0.352,0.464,-1
9940,207,101.439,41.276,6.385,0.253,44.204,9.356,6.464,0.155,0.585,-1
9206,127,42.87,16.513,9.792,0.868,17.088,10.733,1.686,0.593,0.907,0
7812,122,41.799,15.424,10.071,0.877,15.811,10.0,1.532,0.653,0.931,0
8670,153,51.456,21.486,9.066,0.726,21.19,9.487,2.37,0.422,0.913,0
487,90,36.385,11.239,10.196,0.854,13.038,10.851,1.102,0.907,0.882,0
49,230,108.225,32.364,9.049,0.247,39.623,13.96,3.577,0.28,0.477,1
5276,113,39.456,14.19,10.139,0.912,15.0,10.607,1.4,0.714,0.919,0
3511,212,84.326,34.142,7.906,0.375,35.511,11.024,4.319,0.232,0.689,1
6616,222,117.882,38.142,7.411,0.201,45.354,11.535,5.147,0.194,0.478,1
6270,166,70.912,26.183,8.072,0.415,30.017,12.156,3.244,0.308,0.675,1
2963,214,96.669,26.236,10.386,0.288,31.257,15.872,2.526,0.396,0.581,1
4057,124,40.284,14.714,10.73,0.96,15.264,11.314,1.371,0.729,0.922,0
2561,189,61.355,24.593,9.785,0.631,26.0,12.271,2.513,0.398,0.836,1
9886,110,41.213,15.504,9.034,0.814,16.155,9.899,1.716,0.583,0.884,0
6113,228,118.024,41.975,6.916,0.206,51.088,12.728,6.069,0.165,0.494,1
8262,206,55.598,18.648,14.065,0.837,20.248,14.849,1.326,0.754,0.902,0
6371,182,76.569,30.087,7.702,0.39,32.016,11.319,3.906,0.256,0.652,1
1875,130,42.87,15.956,10.374,0.889,16.643,11.314,1.538,0.65,0.915,0
10036,266,119.397,38.955,8.694,0.234,50.289,14.152,4.481,0.223,0.534,1
1701,121,42.627,16.488,9.344,0.837,17.0,10.119,1.765,0.567,0.917,0
3855,245,122.125,35.007,8.911,0.206,42.544,18.829,3.928,0.255,0.438,1
136,225,84.912,23.31,12.29,0.392,25.08,17.382,1.897,0.527,0.619,-1
7427,63,48.627,20.286,3.954,0.335,21.024,5.572,5.13,0.195,0.67,-1
3041,100,56.184,19.205,6.63,0.398,22.361,9.86,2.897,0.345,0.658,-1
6803,179,73.598,27.281,8.354,0.415,31.048,11.373,3.265,0.306,0.732,1
6656,186,78.569,30.937,7.655,0.379,33.121,11.555,4.041,0.247,0.671,1
9092,96,35.456,12.568,9.726,0.96,13.416,10.539,1.292,0.774,0.91,0
424,85,33.213,12.299,8.8,0.968,13.0,9.0,1.398,0.715,0.934,0
6683,445,153.924,42.933,13.197,0.236,55.109,21.913,3.253,0.307,0.545,-1
6260,209,96.669,40.35,6.595,0.281,41.485,10.193,6.118,0.163,0.608,1
9991,423,183.095,51.177,10.524,0.159,66.272,20.643,4.863,0.206,0.444,-1
1607,216,74.326,22.414,12.27,0.491,26.077,15.709,1.827,0.547,0.718,1
5144,138,53.113,18.971,9.262,0.615,22.136,11.0,2.048,0.488,0.814,1
105,207,84.912,33.39,7.894,0.361,36.235,12.03,4.23,0.236,0.642,1
7680,204,98.569,32.223,8.061,0.264,39.217,13.461,3.997,0.25,0.542,1
9829,121,42.284,16.221,9.498,0.85,16.643,10.539,1.708,0.585,0.906,0
1644,133,43.698,16.179,10.467,0.875,16.643,11.314,1.546,0.647,0.908,0
6524,132,49.355,19.18,8.763,0.681,20.809,9.899,2.189,0.457,0.877,0
4366,470,78.426,24.595,24.332,0.96,25.807,24.0,1.011,0.989,0.961,-1
5080,195,81.397,32.199,7.711,0.37,35.228,11.399,4.176,0.239,0.674,1
1604,126,47.456,18.066,8.88,0.703,19.313,10.0,2.034,0.492,0.872,1
6710,190,75.355,31.193,7.755,0.42,31.575,9.0,4.022,0.249,0.738,1
7140,196,79.983,32.686,7.635,0.385,34.828,10.82,4.281,0.234,0.703,1
1923,165,60.184,22.599,9.296,0.572,23.537,10.0,2.431,0.411,0.815,1
7528,110,39.113,14.392,9.731,0.904,15.0,9.899,1.479,0.676,0.902,0
7737,115,40.87,15.272,9.588,0.865,16.553,10.607,1.593,0.628,0.909,0
1188,111,40.042,15.276,9.252,0.87,15.811,9.803,1.651,0.606,0.914,0
962,104,38.87,15.228,8.696,0.865,16.125,9.43,1.751,0.571,0.908,0
4790,90,36.87,13.813,8.296,0.832,14.765,9.192,1.665,0.601,0.887,0
7295,223,106.368,40.485,7.013,0.248,47.011,11.535,5.773,0.173,0.538,1
4486,114,40.042,15.079,9.626,0.893,16.155,10.0,1.567,0.638,0.927,0
5036,122,43.698,13.889,11.184,0.803,14.866,11.963,1.242,0.805,0.875,0
6713,205,81.012,33.047,7.898,0.393,34.54,11.404,4.184,0.239,0.69,1
5725,100,37.456,13.264,9.599,0.896,13.928,10.286,1.382,0.724,0.897,0
2782,234,103.054,39.383,7.565,0.277,44.204,11.094,5.206,0.192,0.571,1
7183,149,68.669,25.15,7.543,0.397,27.203,10.576,3.334,0.3,0.649,1
4874,86,34.385,12.803,8.553,0.914,13.601,9.153,1.497,0.668,0.925,0
1858,109,39.113,12.252,11.327,0.895,13.601,11.628,1.082,0.925,0.879,0
6497,193,80.811,35.237,6.974,0.371,35.468,9.899,5.053,0.198,0.681,1
2466,133,50.284,18.85,8.984,0.661,20.616,10.436,2.098,0.477,0.847,1
10345,78,31.799,12.331,8.054,0.969,12.649,8.0,1.531,0.653,0.929,0
4912,272,109.296,36.363,9.524,0.286,40.719,13.661,3.818,0.262,0.55,1
4108,111,38.627,14.448,9.782,0.935,15.232,10.0,1.477,0.677,0.929,0
542,96,37.456,14.8,8.259,0.86,15.264,8.8,1.792,0.558,0.901,0
6078,186,90.083,34.73,6.819,0.288,38.275,10.875,5.093,0.196,0.6,1
4041,136,43.698,16.316,10.613,0.895,17.205,11.314,1.537,0.65,0.916,0
2252,135,65.255,21.915,7.843,0.398,25.318,10.48,2.794,0.358,0.638,1
1017,92,36.627,14.193,8.253,0.862,14.866,9.0,1.72,0.581,0.911,0
7203,137,63.941,24.267,7.188,0.421,27.166,10.0,3.376,0.296,0.71,1
1189,112,39.213,15.383,9.27,0.915,15.524,9.0,1.66,0.603,0.937,0
218,151,66.669,27.131,7.086,0.427,29.155,9.941,3.829,0.261,0.709,1
8672,128,42.042,16.135,10.101,0.91,16.763,10.0,1.597,0.626,0.941,0
1471,132,43.113,16.893,9.949,0.892,17.493,10.607,1.698,0.589,0.917,0
3187,205,91.397,31.104,8.392,0.308,37.363,11.861,3.707,0.27,0.601,1
5435,169,72.426,29.489,7.297,0.405,29.614,10.549,4.041,0.247,0.643,1
3670,190,78.569,29.703,8.144,0.387,31.906,11.574,3.647,0.274,0.657,1
1008,102,38.87,15.13,8.584,0.848,15.62,9.192,1.763,0.567,0.903,0
351,151,53.941,19.098,10.067,0.652,20.0,12.131,1.897,0.527,0.803,1
4333,243,107.983,38.482,8.04,0.262,44.922,12.754,4.786,0.209,0.572,1
4028,176,74.669,28.98,7.733,0.397,31.623,10.436,3.748,0.267,0.705,1
6888,149,64.083,25.341,7.486,0.456,26.077,9.899,3.385,0.295,0.729,1
1312,219,90.083,34.105,8.176,0.339,39.217,11.157,4.171,0.24,0.704,1
3512,263,115.296,40.975,8.172,0.249,45.607,14.22,5.014,0.199,0.523,1
3593,216,96.669,31.941,8.61,0.29,39.0,14.113,3.71,0.27,0.57,1
6062,164,74.77,28.744,7.264,0.369,31.145,10.0,3.957,0.253,0.685,1
10227,133,49.941,19.019,8.904,0.67,21.26,9.899,2.136,0.468,0.866,0
3867,386,150.51,45.112,10.895,0.214,55.444,17.644,4.141,0.242,0.521,-1
3295,195,78.326,32.337,7.678,0.399,33.287,10.733,4.212,0.237,0.689,1
2010,139,44.042,16.362,10.816,0.901,16.763,11.0,1.513,0.661,0.93,0
5128,198,77.598,30.228,8.34,0.413,32.985,11.821,3.625,0.276,0.744,1
1920,154,58.527,21.787,9.0,0.565,24.083,10.0,2.421,0.413,0.824,1
5071,223,93.983,39.358,7.214,0.317,40.719,10.733,5.456,0.183,0.677,1
3940,202,93.296,31.982,8.042,0.292,37.736,12.787,3.977,0.251,0.579,1
1859,143,44.284,16.588,10.976,0.916,17.493,11.314,1.511,0.662,0.938,0
4239,198,81.255,27.993,9.006,0.377,32.45,13.316,3.108,0.322,0.632,1
2687,189,89.64,34.843,6.907,0.296,36.235,10.23,5.045,0.198,0.566,1
5140,197,74.912,30.91,8.115,0.441,31.623,11.147,3.809,0.263,0.761,1
7358,235,96.569,32.774,9.129,0.317,39.812,13.0,3.59,0.279,0.611,1
3301,201,87.154,25.07,10.208,0.333,30.463,14.605,2.456,0.407,0.543,1
5259,188,65.598,24.652,9.71,0.549,27.313,12.333,2.539,0.394,0.81,1
172,188,82.426,32.849,7.287,0.348,33.956,10.447,4.508,0.222,0.653,1
4245,191,76.669,25.638,9.486,0.408,29.275,11.86,2.703,0.37,0.647,1
4268,202,69.841,25.141,10.23,0.52,26.926,13.416,2.458,0.407,0.75,1
9672,314,109.397,30.97,12.909,0.33,35.355,18.379,2.399,0.417,0.601,1
10350,82,33.799,12.899,8.094,0.902,13.416,8.944,1.594,0.628,0.911,0
4422,119,40.87,14.831,10.216,0.895,15.811,11.245,1.452,0.689,0.898,0
5870,219,79.012,31.106,8.964,0.441,33.136,12.0,3.47,0.288,0.737,1
3984,191,70.426,24.736,9.832,0.484,28.178,13.13,2.516,0.397,0.742,1
5635,115,40.042,13.788,10.62,0.901,14.318,11.0,1.298,0.77,0.898,0
1131,56,26.971,9.459,7.538,0.967,10.296,8.0,1.255,0.797,0.911,0
3578,147,64.77,25.68,7.289,0.44,26.476,9.219,3.523,0.284,0.717,1
7775,213,89.841,35.355,7.671,0.332,37.696,11.175,4.609,0.217,0.63,1
3465,187,72.669,27.166,8.764,0.445,29.069,12.203,3.1,0.323,0.693,1
3381,199,93.74,35.748,7.088,0.285,40.311,12.017,5.044,0.198,0.616,1
6387,199,83.74,29.812,8.499,0.357,32.65,11.948,3.508,0.285,0.604,1
7709,197,92.669,35.216,7.123,0.288,36.401,10.862,4.944,0.202,0.582,1
3829,156,63.598,20.917,9.496,0.485,24.839,13.353,2.203,0.454,0.703,1
7564,99,35.799,13.287,9.487,0.971,13.601,9.0,1.401,0.714,0.952,0
5173,178,68.426,24.95,9.084,0.478,26.683,12.0,2.747,0.364,0.713,1
5110,147,61.012,23.925,7.823,0.496,26.401,10.693,3.058,0.327,0.754,1
1156,98,37.456,13.98,8.926,0.878,14.422,9.839,1.566,0.638,0.899,0
9008,115,39.456,14.627,10.01,0.928,15.264,10.607,1.461,0.684,0.924,0
3839,237,109.296,41.035,7.354,0.249,44.272,12.291,5.58,0.179,0.539,1
6862,202,81.012,27.049,9.509,0.387,31.906,14.434,2.845,0.352,0.655,1
506,223,110.125,44.853,6.33,0.231,48.877,10.101,7.086,0.141,0.549,1
8469,229,115.64,25.497,11.435,0.215,43.012,19.922,2.23,0.448,0.401,-1
10403,101,44.87,17.385,7.397,0.63,19.698,8.854,2.35,0.425,0.856,0
7676,172,76.083,29.527,7.417,0.373,30.61,10.576,3.981,0.251,0.637,1
3615,170,78.083,28.865,7.499,0.35,32.696,11.572,3.849,0.26,0.624,1
714,64,28.971,10.971,7.427,0.958,11.662,8.0,1.477,0.677,0.928,0
6815,204,85.255,29.132,8.916,0.353,33.838,13.431,3.267,0.306,0.617,1
8573,251,83.497,29.456,10.85,0.452,32.28,14.063,2.715,0.368,0.677,1
6593,126,64.669,22.813,7.032,0.379,29.0,9.8,3.244,0.308,0.687,1
4762,228,64.527,26.056,11.141,0.688,26.476,12.0,2.339,0.428,0.899,0
2985,205,100.569,38.044,6.861,0.255,40.853,11.524,5.545,0.18,0.525,1
2579,304,127.782,43.81,8.835,0.234,50.12,15.435,4.959,0.202,0.47,1
1388,133,44.284,16.893,10.024,0.852,17.72,10.672,1.685,0.593,0.914,0
8506,118,40.042,15.076,9.966,0.925,15.524,10.0,1.513,0.661,0.925,0
6939,211,81.74,32.39,8.294,0.397,35.384,12.021,3.905,0.256,0.682,1
8602,164,58.083,25.903,8.061,0.611,25.0,8.902,3.213,0.311,0.87,0
2811,212,103.882,38.153,7.075,0.247,45.618,11.603,5.393,0.185,0.557,1
5025,146,45.698,14.791,12.568,0.879,16.279,13.435,1.177,0.85,0.907,0
8047,117,41.456,15.811,9.422,0.856,16.643,10.539,1.678,0.596,0.911,0
10089,105,37.213,13.578,9.846,0.953,13.928,10.0,1.379,0.725,0.925,0
9781,236,99.154,32.034,9.38,0.302,36.139,15.0,3.415,0.293,0.58,1
5379,186,67.841,25.26,9.375,0.508,27.857,12.532,2.694,0.371,0.734,1
7198,159,75.255,28.124,7.198,0.353,31.385,10.119,3.907,0.256,0.605,1
4796,182,67.012,26.006,8.911,0.509,28.46,11.374,2.918,0.343,0.788,1
3700,214,87.983,30.563,8.915,0.347,36.235,13.541,3.428,0.292,0.64,1
4200,115,40.284,14.801,9.893,0.891,15.652,10.633,1.496,0.668,0.898,0
9381,200,97.397,33.936,7.504,0.265,39.051,11.179,4.523,0.221,0.571,1
165,152,59.355,21.004,9.214,0.542,24.739,11.628,2.28,0.439,0.77,1
9707,124,43.113,16.739,9.432,0.838,17.088,9.985,1.775,0.563,0.899,0
7480,78,34.627,13.999,7.094,0.817,14.422,8.043,1.973,0.507,0.891,0
4580,333,119.054,36.824,11.514,0.295,48.765,16.349,3.198,0.313,0.613,-1
1456,91,34.042,11.252,10.298,0.987,12.083,10.607,1.093,0.915,0.924,0
5130,184,76.569,31.654,7.401,0.394,33.838,10.703,4.277,0.234,0.724,1
7634,230,99.497,34.773,8.422,0.292,42.048,13.385,4.129,0.242,0.634,1
2434,179,71.355,28.931,7.878,0.442,29.411,11.314,3.672,0.272,0.696,1
8042,101,37.213,14.177,9.071,0.917,14.866,9.0,1.563,0.64,0.935,0
942,173,77.154,31.636,6.963,0.365,33.015,9.639,4.544,0.22,0.71,1
1386,93,35.456,13.637,8.683,0.93,14.213,9.192,1.571,0.637,0.912,0
9764,239,106.326,25.735,11.824,0.266,37.162,19.752,2.176,0.459,0.457,-1
9731,126,46.77,15.843,10.126,0.724,16.763,10.607,1.565,0.639,0.837,0
4979,185,82.326,30.677,7.678,0.343,31.623,11.33,3.995,0.25,0.593,1
4430,179,73.598,29.011,7.856,0.415,30.594,10.0,3.693,0.271,0.758,1
5961,166,68.912,24.139,8.756,0.439,24.739,12.349,2.757,0.363,0.648,1
7047,199,72.669,28.695,8.83,0.474,30.48,11.097,3.25,0.308,0.741,1
767,233,91.64,35.874,8.27,0.349,38.013,11.806,4.338,0.231,0.635,1
7372,288,76.083,29.759,12.322,0.625,29.732,14.806,2.415,0.414,0.836,-1
8092,50,26.385,10.141,6.278,0.903,10.44,6.957,1.615,0.619,0.877,0
4354,301,116.912,45.978,8.335,0.277,49.041,11.816,5.516,0.181,0.613,1
7704,186,83.841,27.336,8.663,0.333,33.734,13.259,3.155,0.317,0.59,1
4603,163,58.77,22.952,9.042,0.593,25.08,11.18,2.538,0.394,0.823,1
5015,148,47.355,15.967,11.802,0.829,17.493,12.728,1.353,0.739,0.876,0
1680,115,44.87,16.493,8.878,0.718,17.464,9.633,1.858,0.538,0.849,0
3335,189,84.083,29.488,8.161,0.336,33.422,13.121,3.613,0.277,0.574,1
1273,56,31.799,12.769,5.584,0.696,12.369,6.0,2.287,0.437,0.83,-1
8054,96,39.113,14.513,8.422,0.789,16.125,8.969,1.723,0.58,0.857,0
8223,107,38.284,14.542,9.369,0.917,15.264,9.899,1.552,0.644,0.907,0
2672,213,91.64,30.13,9.001,0.319,31.401,11.759,3.347,0.299,0.684,1
4709,205,89.64,35.622,7.327,0.321,39.446,10.83,4.862,0.206,0.624,1
3911,231,105.882,37.559,7.831,0.259,44.294,13.202,4.796,0.208,0.556,1
6627,159,78.912,26.068,7.766,0.321,30.232,10.776,3.357,0.298,0.582,1
3442,220,110.225,39.347,7.119,0.228,46.325,12.553,5.527,0.181,0.568,1
4599,200,78.669,29.251,8.706,0.406,30.594,11.488,3.36,0.298,0.677,1
7547,124,41.698,15.374,10.269,0.896,16.279,11.0,1.497,0.668,0.902,0
7521,115,40.627,14.964,9.785,0.876,15.297,10.0,1.529,0.654,0.92,0
6916,69,40.77,10.493,8.372,0.522,13.601,10.776,1.253,0.798,0.687,-1
8858,175,62.426,21.221,10.5,0.564,23.345,12.86,2.021,0.495,0.766,1
1453,111,39.213,14.608,9.675,0.907,15.232,10.0,1.51,0.662,0.929,0
7560,76,30.971,10.362,9.339,0.996,11.18,9.0,1.11,0.901,0.938,0
6358,107,37.456,13.385,10.178,0.958,14.318,11.0,1.315,0.76,0.915,0
4974,154,58.184,21.431,9.149,0.572,23.087,11.513,2.342,0.427,0.774,1
3471,234,118.468,37.903,7.861,0.21,45.891,12.957,4.822,0.207,0.467,1
8761,187,83.497,34.442,6.913,0.337,38.079,9.616,4.982,0.201,0.729,-1
4768,82,36.87,11.579,9.017,0.758,13.342,9.944,1.284,0.779,0.837,0
4993,175,67.598,27.063,8.233,0.481,29.069,11.068,3.287,0.304,0.746,1
2683,169,75.012,29.501,7.294,0.377,32.573,10.198,4.045,0.247,0.691,1
1961,261,70.77,29.72,11.182,0.655,29.155,12.605,2.658,0.376,0.876,-1
4423,126,50.284,17.822,9.001,0.626,20.248,11.0,1.98,0.505,0.785,1
9659,281,128.326,34.44,10.388,0.214,49.041,18.026,3.315,0.302,0.46,1
2463,228,108.225,37.735,7.693,0.245,44.407,12.0,4.905,0.204,0.602,1
127,149,52.284,20.285,9.352,0.685,21.587,10.0,2.169,0.461,0.879,1
7588,128,41.799,14.647,11.127,0.921,15.232,11.0,1.316,0.76,0.938,0
8974,86,38.284,15.528,7.052,0.737,15.652,8.497,2.202,0.454,0.808,-1
5469,123,49.941,17.207,9.101,0.62,20.248,10.0,1.891,0.529,0.84,1
1416,89,34.042,11.561,9.802,0.965,12.649,10.0,1.179,0.848,0.913,0
5316,96,36.627,13.374,9.14,0.899,13.892,9.656,1.463,0.683,0.906,0
7710,203,99.397,35.981,7.183,0.258,42.059,12.127,5.009,0.2,0.523,1
9661,305,143.924,37.204,10.438,0.185,50.99,20.725,3.564,0.281,0.408,1
255,82,33.213,12.132,8.606,0.934,13.0,9.0,1.41,0.709,0.916,0
8708,98,36.627,12.84,9.718,0.918,13.342,10.0,1.321,0.757,0.907,0
3449,219,83.983,33.459,8.334,0.39,35.609,12.71,4.015,0.249,0.655,1
6719,170,66.184,27.84,7.775,0.488,28.653,9.874,3.581,0.279,0.793,1
6323,157,73.113,29.531,6.769,0.369,31.575,10.0,4.363,0.229,0.696,1
4861,158,57.012,23.405,8.595,0.611,24.083,10.607,2.723,0.367,0.814,1
5927,166,69.113,27.058,7.811,0.437,29.275,9.0,3.464,0.289,0.79,1
2193,88,34.627,12.817,8.742,0.922,13.342,9.0,1.466,0.682,0.912,0
1241,206,65.841,24.269,10.808,0.597,26.627,13.05,2.245,0.445,0.821,1
6183,198,82.326,26.983,9.343,0.367,33.541,12.348,2.888,0.346,0.66,-1
8213,108,38.042,13.645,10.078,0.938,14.56,10.0,1.354,0.739,0.927,0
5919,462,192.551,43.261,13.597,0.157,63.53,22.765,3.182,0.314,0.457,-1
2931,226,112.711,44.055,6.532,0.224,49.649,9.9,6.745,0.148,0.54,1
9013,87,34.385,13.124,8.44,0.925,13.892,9.0,1.555,0.643,0.941,0
9283,424,164.693,52.95,10.196,0.196,63.411,17.567,5.193,0.193,0.512,-1
8057,87,34.627,12.758,8.682,0.912,13.416,9.391,1.469,0.681,0.911,0
3802,267,94.569,31.415,10.821,0.375,35.735,14.204,2.903,0.344,0.658,1
571,110,39.799,16.681,8.396,0.873,16.763,8.0,1.987,0.503,0.952,0
4416,194,73.74,31.211,7.914,0.448,32.202,11.314,3.944,0.254,0.72,1
8345,99,36.87,13.747,9.169,0.915,14.318,9.803,1.499,0.667,0.9,0
702,100,38.627,15.248,8.35,0.842,15.524,8.878,1.826,0.548,0.909,0
3788,245,98.225,31.627,9.863,0.319,39.217,13.829,3.206,0.312,0.579,1
1004,97,37.698,15.585,7.925,0.858,15.811,8.485,1.967,0.508,0.898,0
7457,234,106.125,34.341,8.676,0.261,38.21,13.649,3.958,0.253,0.505,1
9957,118,46.527,18.203,8.254,0.685,20.248,9.899,2.205,0.453,0.858,0
8336,104,38.627,15.308,8.65,0.876,16.155,9.0,1.77,0.565,0.929,0
181,136,44.284,17.05,10.156,0.871,18.028,11.18,1.679,0.596,0.919,0
6717,173,66.669,26.358,8.357,0.489,29.069,10.956,3.154,0.317,0.732,1
10087,83,33.213,11.229,9.411,0.946,12.083,10.0,1.193,0.838,0.912,0
1108,97,38.87,14.658,8.426,0.807,15.524,9.363,1.74,0.575,0.874,0
2420,242,102.368,35.987,8.562,0.29,39.294,13.131,4.203,0.238,0.537,1
7888,111,40.385,15.818,8.934,0.855,15.811,9.0,1.771,0.565,0.925,0
10010,118,40.627,15.341,9.793,0.898,15.811,10.0,1.566,0.638,0.929,0
947,351,142.024,40.717,10.976,0.219,57.983,17.728,3.71,0.27,0.524,-1
5097,197,90.569,28.749,8.725,0.302,36.359,13.281,3.295,0.303,0.546,1
4192,142,55.598,22.202,8.143,0.577,23.601,10.437,2.726,0.367,0.791,1
7875,82,33.456,11.054,9.445,0.921,12.083,9.899,1.17,0.855,0.896,0
6822,252,117.74,34.755,9.232,0.228,49.092,14.489,3.765,0.266,0.503,1
6699,205,90.326,30.949,8.434,0.316,37.014,13.345,3.67,0.273,0.59,1
5806,181,77.841,30.52,7.551,0.375,33.242,10.882,4.042,0.247,0.687,1
10490,99,36.627,13.805,9.131,0.927,14.422,9.8,1.512,0.661,0.925,0
4858,200,76.669,29.453,8.646,0.428,31.623,11.684,3.407,0.294,0.698,1
8641,151,48.77,19.443,9.888,0.798,20.248,11.068,1.966,0.509,0.891,0
8759,213,98.811,35.127,7.721,0.274,41.11,12.316,4.55,0.22,0.552,-1
224,137,46.527,17.369,10.043,0.795,18.385,10.539,1.73,0.578,0.89,0
9849,65,28.971,9.958,8.311,0.973,10.44,8.0,1.198,0.835,0.922,0
7303,136,60.77,23.942,7.233,0.463,25.495,9.594,3.31,0.302,0.745,1
7330,136,64.669,24.559,7.051,0.409,28.844,10.346,3.483,0.287,0.72,1
276,199,79.255,27.838,9.102,0.398,29.275,12.611,3.058,0.327,0.639,1
6306,143,45.113,17.004,10.707,0.883,18.028,11.508,1.588,0.63,0.911,0
5117,186,74.669,27.09,8.742,0.419,30.414,11.498,3.099,0.323,0.735,1
8881,141,47.698,16.828,10.668,0.779,17.464,11.126,1.577,0.634,0.895,0
9018,100,36.627,13.385,9.512,0.937,14.422,10.286,1.407,0.711,0.922,0
9402,207,80.569,27.628,9.54,0.401,28.636,12.981,2.896,0.345,0.67,1
2196,95,36.042,13.196,9.166,0.919,13.928,9.899,1.44,0.695,0.918,0
2695,201,75.841,30.977,8.262,0.439,32.573,10.943,3.749,0.267,0.761,1
5750,129,43.113,15.855,10.359,0.872,16.401,11.0,1.53,0.653,0.899,0
6749,195,75.497,26.76,9.278,0.43,29.155,12.894,2.884,0.347,0.681,1
10458,93,37.213,15.123,7.83,0.844,15.652,8.538,1.931,0.518,0.912,0
706,92,36.627,14.985,7.817,0.862,15.524,8.0,1.917,0.522,0.915,0
10096,108,38.87,14.858,9.255,0.898,15.264,9.839,1.605,0.623,0.908,0
7052,261,107.983,34.109,9.743,0.281,40.608,15.874,3.501,0.286,0.499,1
1716,95,35.456,12.675,9.543,0.95,13.601,10.0,1.328,0.753,0.905,0
7106,333,123.924,43.701,9.702,0.272,50.329,14.483,4.504,0.222,0.61,-1
2722,93,35.213,13.189,8.978,0.943,13.892,9.839,1.469,0.681,0.935,0
6676,225,87.74,30.687,9.336,0.367,35.735,13.488,3.287,0.304,0.642,1
5391,120,41.456,15.111,10.111,0.877,16.125,10.0,1.494,0.669,0.916,0
9006,83,32.627,11.985,8.818,0.98,12.53,9.391,1.359,0.736,0.917,0
5935,204,83.397,33.625,7.725,0.369,36.125,10.607,4.353,0.23,0.663,1
9838,53,26.042,9.091,7.423,0.982,10.44,7.778,1.225,0.816,0.883,0
10156,180,86.669,22.549,10.164,0.301,26.683,15.752,2.219,0.451,0.511,1
2308,108,38.627,14.662,9.379,0.91,15.232,9.944,1.563,0.64,0.923,0
7387,210,96.811,26.351,10.147,0.282,35.341,17.678,2.597,0.385,0.522,-1
2632,118,40.284,15.441,9.73,0.914,15.811,10.286,1.587,0.63,0.918,0
7732,116,39.456,14.498,10.187,0.936,15.232,11.0,1.423,0.703,0.932,0
692,105,38.971,15.743,8.492,0.869,15.524,8.0,1.854,0.539,0.95,0
2413,139,55.355,18.751,9.438,0.57,21.84,11.949,1.987,0.503,0.76,1
9169,96,36.042,13.146,9.298,0.929,13.892,9.899,1.414,0.707,0.914,0
4694,217,84.326,31.239,8.845,0.383,34.015,11.753,3.532,0.283,0.687,1
6950,233,109.296,36.927,8.034,0.245,40.262,13.339,4.596,0.218,0.483,1
297,179,84.912,32.746,6.96,0.312,34.67,10.581,4.705,0.213,0.557,1
7705,56,47.698,19.712,3.617,0.309,20.396,5.029,5.45,0.183,0.609,-1
6705,204,75.74,28.653,9.065,0.447,31.241,11.649,3.161,0.316,0.756,1
9416,263,106.912,40.349,8.299,0.289,41.231,12.021,4.862,0.206,0.584,1
3067,278,107.64,36.784,9.623,0.302,42.426,14.105,3.823,0.262,0.667,1
5112,114,40.042,14.877,9.756,0.893,15.524,10.0,1.525,0.656,0.919,0
8867,110,38.87,14.243,9.833,0.915,14.765,10.539,1.448,0.69,0.913,0
10109,199,105.74,36.096,7.019,0.224,43.738,11.792,5.142,0.194,0.517,1
8886,158,54.426,23.431,8.586,0.67,23.022,9.683,2.729,0.366,0.866,0
9488,51,32.042,12.097,5.368,0.624,13.892,6.364,2.254,0.444,0.797,-1
4771,235,63.841,20.723,14.438,0.725,21.84,16.086,1.435,0.697,0.851,-1
4707,96,36.042,12.933,9.451,0.929,13.892,9.899,1.369,0.731,0.919,0
8117,99,38.87,15.08,8.359,0.823,15.652,9.153,1.804,0.554,0.892,0
820,124,42.87,16.834,9.379,0.848,17.493,10.607,1.795,0.557,0.915,0
420,101,40.284,16.753,7.676,0.782,16.643,8.497,2.183,0.458,0.878,0
9372,107,39.698,15.914,8.561,0.853,16.125,9.192,1.859,0.538,0.907,0
3122,207,95.012,37.132,7.098,0.288,40.804,10.693,5.231,0.191,0.603,1
6936,150,59.698,21.594,8.844,0.529,24.083,11.0,2.442,0.41,0.8,1
1619,67,29.556,11.417,7.472,0.964,11.705,7.0,1.528,0.654,0.95,0
8087,97,38.87,16.293,7.58,0.807,16.643,8.4,2.149,0.465,0.907,0
4717,57,35.456,14.067,5.159,0.57,15.264,6.559,2.727,0.367,0.781,-1
5216,184,79.598,31.234,7.501,0.365,32.985,10.989,4.164,0.24,0.659,1
8978,111,38.627,13.815,10.23,0.935,14.318,10.0,1.35,0.741,0.921,0
